City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,san juan,-31.5375,-68.5364,13.1,46,43,3.48,AR,1687492139
366,quellon,-43.1167,-73.6167,9.14,93,75,1.54,CL,1687492084
367,alofi,-19.0595,-169.9187,23.94,78,75,4.63,NU,1687492155
368,nuevitas,21.5453,-77.2644,27.01,89,100,3.88,CU,1687492155
369,belel,7.05,14.4333,15.97,98,99,0.79,CM,1687492156
370,kyabe,9.4515,18.9449,23.48,89,100,0.75,TD,1687492156
371,rio grande,-32.035,-52.0986,9.41,88,4,2.21,BR,1687492157
372,black point,-34.6187,137.8972,14.84,67,5,8.75,AU,1687492157
373,geraldton,-28.7667,114.6,16.23,88,75,6.69,AU,1687492157
374,encheng,22.1839,112.3026,31.09,70,100,5.33,CN,1687492157
375,lorengau,-2.0226,147.2712,28.23,78,94,2.02,PG,1687492157
376,kapuskasing,49.4169,-82.4331,24.05,46,0,4.12,CA,1687492158
377,sochi,43.6,39.7303,21.05,66,59,1.24,RU,1687492018
378,sao francisco,-15.9486,-44.8644,16.74,57,3,1.14,BR,1687492158
379,quibala,-10.7337,14.98,11.65,43,29,1.54,AO,1687492159
380,nadi,-17.8,177.4167,28.0,54,20,5.14,FJ,1687492159
381,margate,51.3813,1.3862,15.73,92,7,0.45,GB,1687492159
382,tharad,24.3961,71.6267,31.33,58,68,6.43,IN,1687492160
383,prairie grove,35.9759,-94.3177,24.25,77,0,0.0,US,1687492160
384,umluj,25.0213,37.2685,28.53,55,0,3.42,SA,1687492160
385,ascension,30.2169,-90.9001,26.26,91,0,0.0,US,1687492160
386,clearwater,27.9659,-82.8001,28.99,80,0,4.92,US,1687491682
387,la peca,-5.6111,-78.435,19.89,83,48,1.51,PE,1687492161
388,tashtyp,52.7939,89.8983,18.82,53,58,4.09,RU,1687492161
389,sovetskaya gavan',48.9723,140.2878,18.83,58,100,3.07,RU,1687492162
390,namibe,-15.1961,12.1522,17.55,88,2,2.46,AO,1687492162
391,port-gentil,-0.7193,8.7815,22.66,82,59,5.08,GA,1687492162
392,labrador city,52.9463,-66.9114,22.95,46,100,4.12,CA,1687492163
393,mstsislaw,54.0192,31.7257,17.42,94,71,3.87,BY,1687492163
394,farafangana,-22.8167,47.8333,19.34,84,35,3.03,MG,1687492163
395,wagar,16.1525,36.2032,29.62,52,10,2.36,SD,1687492164
396,quatre cocos,-20.2078,57.7625,22.27,59,37,3.89,MU,1687492164
397,southside,33.9245,-86.0225,21.06,98,100,0.0,US,1687492164
398,huilong,31.8111,121.655,26.67,66,100,4.91,CN,1687492164
399,puerto baquerizo moreno,-0.9,-89.6,24.09,80,87,5.37,EC,1687492164
400,ciudad lazaro cardenas,17.9583,-102.2,27.34,77,17,2.01,MX,1687492165
401,george town,5.4112,100.3354,31.96,74,20,3.6,MY,1687491543
402,ingeniero jacobacci,-41.3427,-69.5448,5.98,75,93,9.89,AR,1687492166
403,punta del este,-34.9667,-54.95,10.49,96,40,1.79,UY,1687492137
404,nanzhou,29.3596,112.4024,25.58,72,100,3.52,CN,1687492166
405,dauphin,51.1494,-100.0502,18.08,72,0,3.09,CA,1687492166
406,kavaratti,10.5669,72.642,28.98,74,95,8.55,IN,1687492166
407,pacifica,37.6138,-122.4869,16.47,90,75,6.26,US,1687492167
408,loughrea,53.1969,-8.5669,14.95,95,100,6.61,IE,1687492167
409,karratha,-20.7377,116.8463,21.6,29,2,4.83,AU,1687492111
410,whitecourt,54.1502,-115.6855,17.58,55,75,7.2,CA,1687492168
411,panshi,42.9422,126.0561,27.39,49,13,1.71,CN,1687492168
412,manta,-0.95,-80.7333,26.67,89,40,8.05,EC,1687492168
413,bellavista,-7.0561,-76.5911,21.57,84,67,0.51,PE,1687492169
414,ebon,4.582,168.6964,28.6,77,67,6.78,MH,1687492169
415,katabu,-4.9333,122.5167,30.5,55,97,3.28,ID,1687492169
416,severo-yeniseyskiy,60.3725,93.0408,11.62,73,100,5.21,RU,1687492105
417,villa yapacani,-17.4,-63.8333,22.66,79,100,1.96,BO,1687492170
418,chandbali,20.7833,86.7667,32.58,57,100,0.71,IN,1687492170
419,galliano,29.4422,-90.2992,25.0,94,0,0.0,US,1687492170
420,pandan,14.0453,124.1694,30.93,65,74,2.56,PH,1687492171
421,kirriemuir,56.674,-3.0034,12.18,83,100,1.28,GB,1687492171
422,acapulco de juarez,16.8634,-99.8901,29.9,70,20,2.57,MX,1687492171
423,chokwe,-24.5333,32.9833,15.23,95,17,1.98,MZ,1687492171
424,half moon,34.826,-77.4594,26.12,91,75,4.63,US,1687492172
425,lamu,-2.2717,40.902,25.12,77,74,6.25,KE,1687492172
426,zav'yalovo,56.7847,53.3776,13.57,63,99,2.48,RU,1687492172
427,kristiansund,63.1115,7.732,11.03,87,100,9.77,NO,1687492172
428,antofagasta,-23.65,-70.4,16.6,83,9,2.36,CL,1687491964
429,sorel-tracy,46.0334,-73.1159,19.23,86,0,1.73,CA,1687492174
430,punta arenas,-53.15,-70.9167,3.06,87,100,5.66,CL,1687492174
431,iquitos,-3.7481,-73.2472,24.02,88,20,0.0,PE,1687492174
432,goundam,16.4145,-3.6708,33.87,32,66,5.49,ML,1687492175
433,sayansk,54.1088,102.1648,22.51,43,44,2.08,RU,1687492175
434,al mijlad,11.0333,27.7333,24.55,81,100,6.17,SD,1687492175
435,san luis de la loma,17.2706,-100.8939,27.85,77,32,1.56,MX,1687492175
436,queenstown,-31.8976,26.8753,4.73,74,0,1.46,ZA,1687492176
437,owando,-0.4819,15.8999,22.55,79,99,1.42,CG,1687492176
438,along,28.1667,94.7667,30.18,67,64,0.74,IN,1687492176
439,pontianak,-0.0333,109.3333,27.99,83,75,2.06,ID,1687492177
440,muscat,23.6139,58.5922,34.01,50,13,2.04,OM,1687491990
441,lucon,46.4577,-1.1651,18.05,87,14,1.29,FR,1687492177
442,claveria,18.6074,121.0832,31.25,67,55,3.38,PH,1687492177
443,sinabang,2.4803,96.3801,29.49,67,87,2.67,ID,1687492177
444,megeve,45.8523,6.6129,12.21,99,100,1.45,FR,1687492178
445,gaiman,-43.2897,-65.4929,14.11,47,100,5.65,AR,1687492178
446,hami,42.8,93.45,32.54,16,61,3.41,CN,1687492179
447,vilyuysk,63.7553,121.6247,25.28,30,81,5.3,RU,1687492179
448,tres arroyos,-38.3739,-60.2798,11.65,74,100,7.18,AR,1687492179
449,susuman,62.7833,148.1667,25.06,33,100,1.34,RU,1687492179
450,oyama,36.3,139.8,24.77,63,100,1.89,JP,1687492180
451,darwin,-12.4611,130.8418,30.99,51,75,2.68,AU,1687492089
452,kirkwood,38.5834,-90.4068,24.97,71,83,0.43,US,1687492101
453,maxixe,-23.8597,35.3472,17.9,82,20,1.54,MZ,1687492181
454,nassau,40.7507,-73.5829,20.08,82,100,2.57,US,1687492181
455,bahia blanca,-38.7196,-62.2724,12.68,78,100,7.15,AR,1687492181
456,hotan,37.0997,79.9269,32.26,12,0,3.98,CN,1687492181
457,chonchi,-42.6128,-73.8092,8.56,94,8,1.84,CL,1687492096
458,playa del ingles,27.7567,-15.5787,21.89,74,5,4.46,ES,1687492182
459,sokoni,-6.4333,39.55,24.92,69,77,6.83,TZ,1687492182
460,mil'kovo,55.6078,37.7956,14.27,95,100,2.02,RU,1687492104
461,turpan,42.9333,89.1667,36.56,17,12,0.77,CN,1687492183
462,kataba,13.9833,44.3833,20.08,54,1,0.97,YE,1687492184
463,bonne terre,37.9231,-90.5554,22.2,75,33,0.95,US,1687492184
464,veraval,20.9,70.3667,29.2,76,100,4.34,IN,1687492184
465,vadso,70.0744,29.7487,15.49,67,0,2.06,NO,1687492184
466,kargil,34.5667,76.1,17.34,18,0,0.96,IN,1687492185
467,totnes,50.4311,-3.6843,15.93,91,94,2.41,GB,1687492185
468,namie,37.4833,141.0,24.84,81,100,2.02,JP,1687492185
469,zhumysker,49.3333,49.4,18.5,38,80,4.21,KZ,1687492185
470,benghazi,32.1167,20.0667,23.48,75,0,5.76,LY,1687491939
471,trinidad,-14.8333,-64.9,22.36,86,9,1.53,BO,1687492186
472,al artawiyah,26.5053,45.3444,32.32,15,0,5.85,SA,1687492186
473,meadow lakes,61.6247,-149.6011,18.47,80,100,1.54,US,1687492187
474,ad dilam,23.9915,47.1627,30.23,14,0,1.19,SA,1687492187
475,lesnoy,57.6198,63.0784,14.64,50,99,0.58,RU,1687492187
476,kuqa,41.7278,82.9364,30.56,18,58,1.32,CN,1687492187
477,yallahs,17.8748,-76.5624,30.85,85,87,4.61,JM,1687492188
478,guangyuan,32.442,105.823,29.6,50,71,1.71,CN,1687492188
479,castillos,-34.1667,-53.8333,9.47,95,27,2.18,UY,1687492188
480,miracema do tocantins,-9.5618,-48.3967,23.73,54,25,0.74,BR,1687492189
481,lazaro cardenas,17.9583,-102.2,27.34,77,17,2.01,MX,1687492165
482,dhidhdhoo,6.8833,73.1,28.58,75,100,6.83,MV,1687492189
483,borger,52.9233,6.7931,16.56,92,100,2.94,NL,1687492183
484,tommot,58.9564,126.2925,21.81,50,57,3.34,RU,1687492126
485,oroqen zizhiqi,50.5667,123.7167,22.76,34,100,1.7,CN,1687492190
486,sisimiut,66.9395,-53.6735,1.4,86,93,4.21,GL,1687492190
487,vodnyy,63.5046,53.4095,11.36,53,81,1.89,RU,1687492190
488,xinji,37.9028,115.2036,40.27,15,12,7.19,CN,1687492191
489,barcelos,41.5388,-8.6151,19.91,84,0,1.45,PT,1687491759
490,puerto san jose,13.9256,-90.8244,26.65,81,100,1.43,GT,1687492148
491,krivosheino,57.3431,83.9261,8.44,92,100,3.96,RU,1687492191
492,uliastay,47.7417,96.8444,21.51,33,83,5.07,MN,1687492150
493,marsabit,2.3284,37.9899,15.64,89,87,7.7,KE,1687492192
494,nantucket,41.2835,-70.0995,17.08,100,100,4.63,US,1687491984
495,mana,5.6592,-53.7767,25.03,90,14,3.5,GF,1687492192
496,lastoursville,-0.8143,12.7287,21.22,90,35,1.04,GA,1687492192
497,grandola,38.1772,-8.5668,17.42,78,0,2.8,PT,1687492192
498,zemio,5.0314,25.1361,19.05,99,100,0.84,CF,1687492193
499,kupang,-10.1667,123.5833,32.32,51,20,4.12,ID,1687492193
500,tingo maria,-9.2895,-76.0088,19.51,86,27,1.09,PE,1687492193
501,tamanrasset,22.785,5.5228,21.95,11,0,2.06,DZ,1687492193
502,mata-utu,-13.2816,-176.1745,27.94,75,79,4.47,WF,1687492193
503,thunder bay,48.4001,-89.3168,13.99,94,20,3.09,CA,1687492194
504,perry,37.2506,-83.1999,20.1,99,100,0.52,US,1687492194
505,midway,35.9535,-80.2181,19.06,96,100,2.41,US,1687492194
506,heihe,50.2441,127.4902,22.32,30,40,4.84,CN,1687492194
507,santa elena de uairen,4.6167,-61.1333,20.29,90,100,1.19,VE,1687492195
508,ormara,25.2088,64.6357,28.65,77,100,3.25,PK,1687492195
509,vung tau,10.346,107.0843,29.56,72,98,3.0,VN,1687492195
510,qui nhon,13.7667,109.2333,32.94,56,56,4.34,VN,1687492195
511,nema,57.5067,50.5011,12.13,67,100,2.13,RU,1687492196
512,korla,41.7597,86.1469,30.56,23,97,2.44,CN,1687492196
513,kegen,43.0197,79.2203,19.65,45,1,1.15,KZ,1687492196
514,cotonou,6.3654,2.4183,25.99,89,40,3.09,BJ,1687492197
515,gunjur,13.2019,-16.7339,27.04,83,0,3.09,GM,1687492197
516,guerrero negro,27.9769,-114.0611,17.09,80,99,8.98,MX,1687492197
517,hammerfest,70.6634,23.6821,18.25,68,2,4.63,NO,1687492197
518,almunecar,36.7339,-3.6907,24.27,59,0,1.77,ES,1687492198
519,ataq,14.5377,46.8319,23.92,56,4,5.26,YE,1687492198
520,baran',54.4764,30.3181,16.56,93,83,4.47,BY,1687492198
521,abepura,-2.6333,140.5833,29.45,66,20,3.09,ID,1687492198
522,novodvinsk,64.4165,40.8122,15.31,48,9,1.31,RU,1687492199
523,verkhnevilyuysk,63.4453,120.3167,25.28,30,62,4.45,RU,1687492199
524,assab,13.0092,42.7394,30.65,69,8,1.65,ER,1687492199
525,prince rupert,54.3161,-130.3201,14.05,88,0,3.6,CA,1687492199
526,kutum,14.2,24.6667,25.0,53,100,3.37,SD,1687492199
527,torbali,38.1519,27.3622,22.57,66,0,2.55,TR,1687492199
528,saudarkrokur,65.7461,-19.6394,11.63,86,100,2.72,IS,1687492200
529,alabat,14.1028,122.0153,29.33,69,84,4.78,PH,1687492200
530,alaghsas,17.0187,8.0168,30.45,19,86,4.76,NE,1687492200
531,aldan,58.6031,125.3894,20.21,45,38,3.12,RU,1687492200
532,verkhniy baskunchak,48.2256,46.7217,19.85,34,2,3.83,RU,1687492201
533,yakeshi,49.2833,120.7333,26.65,28,27,3.13,CN,1687492202
534,kavieng,-2.5744,150.7967,29.03,71,48,2.43,PG,1687492202
535,lakki,32.6079,70.9114,40.96,22,0,2.5,PK,1687492202
536,dakhla,23.6848,-15.958,20.25,89,4,8.35,EH,1687492203
537,el sauzal de rodriguez,31.9,-116.6833,16.34,72,1,3.31,MX,1687492203
538,santos dumont,-21.4567,-43.5525,12.54,82,6,1.23,BR,1687492203
539,kankakee,41.15,-87.8667,21.84,66,100,0.0,US,1687492204
540,dubbo,-32.25,148.6167,14.07,58,40,7.72,AU,1687492140
541,khovd,48.0056,91.6419,22.59,22,99,1.11,MN,1687492204
542,nasiriyah,31.0521,46.261,34.93,14,0,4.99,IQ,1687492204
543,tyukhtet,56.5389,89.3011,15.13,52,97,5.36,RU,1687492205
544,durango,24.8333,-104.8333,19.83,60,100,7.64,MX,1687491920
545,alto araguaia,-17.3147,-53.2153,17.28,45,17,1.59,BR,1687492205
546,toliara,-23.35,43.6667,18.26,88,34,5.45,MG,1687492205
547,paraparaumu,-40.9167,175.0167,16.09,84,100,2.22,NZ,1687492206
548,bouarfa,32.53,-1.95,21.43,51,0,3.66,MA,1687492206
549,visby,57.6409,18.296,17.12,82,50,2.57,SE,1687492206
550,bogale,16.2833,95.4,29.75,71,98,4.43,MM,1687492206
551,luzino,54.9481,73.0353,9.87,66,75,3.0,RU,1687492206
552,meadow lake,34.8014,-106.5436,30.71,14,70,3.86,US,1687492206
553,yur'yevets,57.3201,43.1041,12.48,68,3,3.03,RU,1687492207
554,carbonear,47.7332,-53.2148,16.53,79,84,4.42,CA,1687492207
555,hanak,41.2336,42.8472,10.63,88,94,1.42,TR,1687492208
556,island harbour,50.724,-1.2758,17.18,90,85,0.45,GB,1687492208
557,codrington,-38.2667,141.9667,11.8,69,21,2.31,AU,1687492209
558,gejiu,23.306,103.1635,17.82,86,97,1.37,CN,1687492209
559,jining,35.405,116.5814,38.44,19,1,4.04,CN,1687492209
560,dikhil,11.5,42.1667,30.68,42,24,0.34,DJ,1687492209
561,smirnykh,49.75,142.8333,23.06,52,87,4.29,RU,1687492210
562,paita,-5.0892,-81.1144,21.9,80,51,5.19,PE,1687492210
563,magdalena de kino,30.6333,-110.95,25.79,13,18,2.03,MX,1687492210
564,daulatpur,26.5015,67.9706,35.54,46,4,2.94,PK,1687492210
